33.0,23.0,26.7,82.0,2.8,5.8,2.0,0.0
32.5,22.0,27.3,80.0,0.0,1.2,3.0,1.0
32.5,22.0,27.3,80.0,0.0,1.2,3.0,1.0
35.0,22.0,27.9,79.0,0.0,8.0,3.0,0.0
34.3,23.0,27.9,78.0,0.0,10.2,2.0,0.0
34.6,23.0,28.2,83.0,21.0,5.7,2.0,0.0
30.6,19.0,23.6,86.0,12.8,6.8,8.0,5.0
34.2,25.0,28.9,77.0,0.0,10.9,4.0,2.0
34.0,23.0,27.0,74.0,0.0,6.2,5.0,2.0
32.9,24.0,26.9,80.0,0.0,5.2,3.0,1.0
33.6,21.0,26.6,77.0,0.0,8.0,5.0,2.0
34.4,24.0,28.0,80.0,7.5,4.5,3.0,0.0
32.5,22.0,27.3,80.0,0.0,1.2,3.0,1.0
35.0,22.0,27.3,83.0,0.0,8.0,5.0,2.0
32.4,22.0,27.1,85.0,4.7,3.3,2.0,1.0
35.4,21.0,28.0,83.0,0.0,9.2,5.0,2.0
37.0,25.0,29.4,65.0,0.0,8.8,5.0,2.0
33.2,22.0,27.1,77.0,0.0,10.5,5.0,2.0
34.4,24.0,28.0,80.0,7.5,4.5,3.0,0.0
32.8,22.0,26.7,81.0,0.0,9.3,5.0,1.0
34.2,22.0,27.7,77.0,0.0,8.0,4.0,2.0
35.0,24.0,28.4,80.0,0.0,8.0,3.0,1.0
33.1,24.0,28.5,78.0,0.0,8.0,7.0,4.0
33.5,23.0,27.1,76.0,0.0,5.5,7.0,4.0
35.2,23.0,28.9,79.0,0.0,7.2,5.0,0.0
34.5,25.0,28.3,78.0,0.0,1.5,5.0,2.0
32.6,23.0,27.8,75.0,0.0,2.0,8.0,4.0
35.0,23.4,28.1,80.0,0.0,8.0,3.0,2.0
32.7,21.0,25.9,75.0,0.0,6.4,6.0,3.0
34.0,25.0,28.9,78.0,0.0,7.8,4.0,1.0
34.3,21.0,26.2,66.0,0.0,7.8,7.0,2.0
32.4,24.0,27.1,88.0,0.0,7.5,6.0,2.0
33.0,21.0,26.6,84.0,0.0,7.9,6.0,2.0
34.0,25.0,28.9,78.0,0.0,7.8,4.0,1.0
36.2,21.0,27.7,67.0,0.0,9.5,5.0,2.0
35.9,23.0,28.9,72.0,0.0,7.4,6.0,2.0
33.4,23.0,28.1,76.0,0.0,8.0,8.0,4.0
34.2,23.0,27.6,81.0,0.0,7.8,6.0,4.0
38.2,24.0,29.9,64.0,0.0,11.4,6.0,2.0
32.0,22.0,27.4,76.0,0.0,8.0,5.0,3.0
36.2,22.0,28.4,65.0,0.0,7.5,5.0,1.0
31.4,22.0,26.3,78.0,0.0,8.0,6.0,4.0
33.2,22.0,27.1,77.0,0.0,10.5,5.0,2.0
32.8,23.0,27.4,80.0,0.0,8.0,5.0,3.0
34.6,23.0,28.0,76.0,0.0,6.6,3.0,0.0
31.6,23.0,26.9,82.0,0.0,7.7,6.0,2.0
34.2,22.0,27.2,81.0,4.5,4.0,3.0,1.0
32.3,21.0,25.8,72.0,0.0,6.8,5.0,2.0
34.4,24.0,28.2,78.0,16.0,4.0,3.0,1.0
33.4,23.0,28.1,76.0,0.0,8.0,8.0,4.0
32.8,22.4,26.8,75.0,0.0,8.0,5.0,3.0
34.2,24.0,27.4,81.0,0.0,7.0,4.0,0.0
34.4,23.0,27.6,85.0,0.0,6.3,5.0,2.0
34.6,24.1,28.1,76.0,6.4,3.2,5.0,2.0
35.0,24.0,28.4,80.0,0.0,8.0,3.0,1.0
31.8,25.0,27.7,78.0,0.0,8.0,6.0,3.0
31.8,25.0,27.7,78.0,0.0,8.0,6.0,3.0
36.8,23.0,28.3,71.0,0.0,8.8,5.0,2.0
33.8,24.0,26.9,84.0,0.0,8.0,3.0,1.0
31.4,22.0,26.3,78.0,0.0,8.0,6.0,4.0
33.4,24.0,27.9,84.0,0.0,7.0,5.0,2.0
36.2,22.0,28.4,65.0,0.0,7.5,5.0,1.0
32.6,24.0,27.3,82.0,86.6,7.8,5.0,2.0
32.2,23.0,26.3,81.0,0.0,2.5,4.0,2.0
31.6,23.0,26.9,82.0,0.0,7.7,6.0,2.0
32.2,23.0,26.5,82.0,0.0,1.4,2.0,0.0
33.4,19.0,27.0,79.0,0.0,5.4,3.0,0.0
34.4,24.0,28.5,73.0,0.0,9.9,4.0,2.0
32.3,21.0,25.8,72.0,0.0,6.8,5.0,2.0
35.0,25.0,29.6,76.0,0.0,5.7,3.0,1.0
32.2,23.0,26.8,84.0,0.0,4.2,5.0,3.0
33.5,23.0,27.1,76.0,0.0,5.5,7.0,4.0
34.4,24.0,28.1,78.0,0.0,7.6,3.0,0.0
34.8,23.0,28.6,63.0,0.0,8.6,8.0,3.0
31.8,21.0,26.6,82.0,0.0,5.7,6.0,3.0
32.0,22.0,27.4,76.0,0.0,8.0,5.0,3.0
35.9,23.0,28.9,72.0,0.0,7.4,6.0,2.0
33.4,25.0,27.1,84.0,1.5,4.6,5.0,0.0
32.6,20.0,25.9,77.0,0.0,9.1,4.0,2.0
33.8,24.0,27.5,84.0,7.0,1.0,4.0,0.0
34.6,23.0,26.5,87.0,27.4,5.0,5.0,3.0
33.0,21.0,26.6,77.0,0.0,8.0,6.0,2.0
33.8,23.0,28.0,76.0,0.0,6.1,4.0,2.0
32.6,24.0,27.7,80.0,0.0,8.2,5.0,2.0
32.5,22.0,27.3,80.0,0.0,1.2,3.0,1.0
34.2,25.0,28.4,77.0,0.0,7.4,4.0,2.0
32.4,24.0,27.1,88.0,0.0,7.5,6.0,2.0
29.6,19.0,23.2,86.0,0.0,6.8,6.0,4.0
32.5,20.0,25.2,79.0,0.0,7.0,6.0,3.0
33.0,20.0,26.8,72.0,0.0,9.4,6.0,2.0
36.2,24.0,29.0,74.0,0.0,8.0,2.0,0.0
32.8,23.0,27.4,80.0,0.0,8.0,5.0,3.0
36.2,22.0,28.4,65.0,0.0,7.5,5.0,1.0
34.3,23.0,27.9,78.0,0.0,10.2,2.0,0.0
33.8,23.5,27.5,86.0,0.3,5.6,3.0,2.0
32.5,22.0,27.3,80.0,0.0,1.2,3.0,1.0
33.4,22.8,28.7,86.0,19.6,8.0,0.0,0.0
34.1,23.0,28.4,73.0,0.0,6.0,2.0,0.0
34.0,23.0,29.0,69.0,0.0,8.0,9.0,4.0
36.2,22.0,28.4,65.0,0.0,7.5,5.0,1.0
32.6,23.0,27.8,75.0,0.0,2.0,8.0,4.0
33.8,22.0,27.2,76.0,0.0,5.5,5.0,3.0
32.2,21.0,26.3,78.0,0.0,8.0,4.0,1.0
36.0,22.0,28.1,66.0,0.0,5.0,7.0,2.0
32.2,23.0,26.8,84.0,0.0,4.2,5.0,3.0
34.2,22.0,27.7,77.0,0.0,8.0,4.0,2.0
33.4,23.4,27.1,73.0,0.0,6.6,3.0,2.0
34.2,23.0,28.3,76.0,0.0,6.1,6.0,4.0
33.5,23.0,27.1,76.0,0.0,5.5,7.0,4.0
35.0,25.0,29.3,75.0,0.0,6.0,3.0,0.0
31.4,22.0,26.3,78.0,0.0,8.0,6.0,4.0
33.0,21.0,26.6,77.0,0.0,8.0,6.0,2.0
34.6,23.0,28.0,76.0,0.0,6.6,3.0,0.0
35.3,25.0,29.9,74.0,0.8,8.0,3.0,3.0
36.0,21.0,27.5,64.0,0.0,9.5,6.0,2.0
33.6,21.0,26.3,79.0,0.0,8.6,5.0,2.0
34.0,23.0,29.0,69.0,0.0,8.0,9.0,4.0
32.0,23.0,27.6,73.0,0.0,7.3,6.0,4.0
32.9,22.0,27.5,84.0,0.0,8.0,4.0,1.0
34.2,22.0,27.7,77.0,0.0,8.0,4.0,2.0
32.8,23.0,27.4,80.0,0.0,8.0,5.0,3.0
35.4,21.0,27.1,70.0,0.0,7.0,8.0,2.0
32.6,20.0,25.9,77.0,0.0,9.1,4.0,2.0
32.2,23.0,26.8,84.0,0.0,4.2,5.0,3.0
32.6,23.0,28.8,77.0,1.5,7.0,6.0,2.0
33.3,23.0,27.7,76.0,0.0,6.6,5.0,3.0
32.8,23.0,26.9,85.0,0.0,7.3,6.0,3.0
32.0,22.0,27.4,76.0,0.0,8.0,5.0,3.0
34.2,22.0,27.7,77.0,0.0,8.0,4.0,2.0
36.0,24.0,29.1,70.0,0.0,8.5,6.0,2.0
35.4,23.0,27.7,76.0,0.0,1.3,4.0,2.0
35.0,24.0,28.4,80.0,0.0,8.0,3.0,1.0
35.6,23.0,29.5,71.0,2.0,6.8,4.0,1.0
32.8,23.0,27.4,80.0,0.0,8.0,5.0,3.0
31.0,23.0,27.0,82.0,0.0,8.0,6.0,4.0
32.4,22.0,26.6,76.0,0.0,9.8,7.0,4.0
34.7,22.0,27.2,72.0,0.0,8.0,4.0,2.0
34.2,22.0,27.2,81.0,4.5,4.0,3.0,1.0
34.3,22.0,27.4,70.0,0.0,4.1,5.0,2.0
31.6,23.0,26.8,81.0,0.0,8.0,3.0,2.0
32.6,23.0,28.0,76.0,0.0,8.0,8.0,4.0
35.4,21.0,27.1,70.0,0.0,7.0,8.0,2.0
32.6,24.0,27.3,82.0,86.6,7.8,5.0,2.0
34.8,23.0,28.6,63.0,0.0,8.6,8.0,3.0
32.4,22.0,26.6,76.0,0.0,9.8,7.0,4.0
33.4,23.4,27.1,73.0,0.0,6.6,3.0,2.0
32.0,22.0,27.3,80.0,0.0,9.3,3.0,0.0
34.6,22.0,28.1,76.0,0.0,6.3,3.0,1.0
32.4,21.0,26.1,83.0,0.0,8.0,7.0,3.0
34.8,21.0,27.6,71.0,0.3,9.0,6.0,3.0
33.0,22.0,27.1,75.0,0.0,9.4,7.0,2.0
31.8,24.0,27.8,79.0,0.0,7.6,7.0,3.0
30.6,25.0,26.5,85.0,1.9,6.1,4.0,2.0
35.7,24.0,29.9,75.0,0.0,8.0,8.0,2.0
32.8,22.0,26.8,72.0,0.0,10.3,5.0,3.0
33.0,20.0,26.8,72.0,0.0,9.4,6.0,2.0
34.0,23.0,29.0,69.0,0.0,8.0,9.0,4.0
33.8,22.0,27.2,76.0,0.0,5.5,5.0,3.0
34.2,23.0,27.8,77.0,0.0,7.4,4.0,1.0
32.6,24.0,27.3,82.0,86.6,7.8,5.0,2.0
32.8,22.0,26.8,79.0,0.0,9.0,6.0,2.0
31.8,24.0,27.5,83.0,0.0,7.2,8.0,3.0
34.3,23.0,27.0,77.0,0.0,5.5,5.0,3.0
32.2,23.0,26.3,81.0,0.0,2.5,4.0,2.0
32.0,22.0,26.8,76.0,0.0,8.1,7.0,4.0
34.6,22.0,29.1,79.0,0.0,7.8,6.0,2.0
33.4,23.0,26.8,82.0,0.0,5.0,3.0,2.0
34.4,23.0,27.4,81.0,0.0,7.2,6.0,4.0
32.6,20.0,25.9,77.0,0.0,9.1,4.0,2.0
36.2,22.0,28.4,65.0,0.0,7.5,5.0,1.0
34.8,21.0,27.6,71.0,0.3,9.0,6.0,3.0
34.6,24.1,28.1,76.0,6.4,3.2,5.0,2.0
34.2,21.0,26.8,86.0,0.0,8.9,4.0,1.0
34.7,22.0,27.2,72.0,0.0,8.0,4.0,2.0
34.3,23.0,27.0,77.0,0.0,5.5,5.0,3.0
34.7,24.0,26.2,86.0,0.5,8.0,3.0,0.0
36.5,22.0,28.1,67.0,0.0,6.4,7.0,2.0
33.8,21.0,25.8,88.0,0.0,7.5,4.0,2.0
34.2,24.0,28.1,78.0,0.0,6.2,3.0,0.0
34.3,23.0,27.0,77.0,0.0,5.5,5.0,3.0
32.2,22.0,27.0,82.0,0.0,6.5,2.0,0.0
36.0,22.0,27.5,69.0,0.0,7.1,5.0,2.0
34.0,22.0,27.2,79.0,0.0,6.5,4.0,2.0
33.6,23.0,27.4,77.0,0.0,7.5,0.0,0.0
33.1,24.0,27.3,85.0,0.0,5.5,4.0,2.0
35.6,21.0,26.9,69.0,0.0,4.5,5.0,1.0
33.8,22.0,27.2,76.0,0.0,5.5,5.0,3.0
31.2,20.0,25.7,73.0,0.0,6.5,7.0,4.0
33.0,23.0,27.6,85.0,70.4,5.5,6.0,1.0
34.2,23.0,28.3,76.0,0.0,6.1,6.0,4.0
31.6,23.0,26.8,81.0,0.0,8.0,3.0,2.0
36.0,22.0,27.5,69.0,0.0,7.1,5.0,2.0
34.2,25.0,28.4,77.0,0.0,7.4,4.0,2.0
33.0,22.0,27.1,75.0,0.0,9.4,7.0,2.0
33.6,24.0,27.7,78.0,0.0,7.0,3.0,1.0
33.0,23.0,26.5,80.0,0.0,6.1,3.0,2.0
32.4,22.0,26.5,82.0,0.0,5.3,4.0,2.0
34.2,22.0,27.7,77.0,0.0,8.0,4.0,2.0
33.8,23.0,26.8,84.0,0.0,7.7,3.0,2.0
34.6,22.0,28.0,79.0,13.5,3.9,5.0,2.0
34.7,22.0,27.2,72.0,0.0,8.0,4.0,2.0
32.6,23.0,27.8,75.0,0.0,2.0,8.0,4.0
33.8,23.0,27.2,82.0,0.0,7.4,3.0,1.0
35.2,22.0,27.9,72.0,0.0,5.5,4.0,2.0
34.2,22.0,27.2,81.0,4.5,4.0,3.0,1.0
35.0,23.0,27.7,83.0,0.0,8.0,3.0,1.0
33.6,21.0,26.4,78.0,0.0,3.5,5.0,2.0
32.8,22.0,27.2,78.0,0.0,6.9,8.0,3.0
36.5,22.0,28.1,67.0,0.0,6.4,7.0,2.0
34.2,21.0,26.5,77.0,0.0,5.8,4.0,2.0
34.0,23.0,29.0,69.0,0.0,8.0,9.0,4.0
33.0,24.0,28.2,79.0,0.0,7.9,10.0,5.0
32.6,23.0,28.8,77.0,1.5,7.0,6.0,2.0
32.1,22.0,26.6,79.0,0.0,7.9,7.0,4.0
35.4,21.0,27.1,70.0,0.0,7.0,8.0,2.0
32.2,23.0,26.8,84.0,0.0,4.2,5.0,3.0
34.1,23.0,28.4,73.0,0.0,6.0,2.0,0.0
33.6,23.0,28.4,88.0,0.0,7.6,3.0,1.0
32.2,21.0,26.3,78.0,0.0,8.0,4.0,1.0
30.6,25.0,26.5,85.0,1.9,6.1,4.0,2.0
33.8,24.0,28.3,78.0,0.0,1.0,4.0,2.0
36.0,22.0,28.1,66.0,0.0,5.0,7.0,2.0
32.6,20.0,25.9,77.0,0.0,9.1,4.0,2.0
33.5,23.0,27.1,76.0,0.0,5.5,7.0,4.0
32.5,20.0,25.2,79.0,0.0,7.0,6.0,3.0
34.2,23.0,28.4,78.0,0.0,3.0,2.0,0.0
34.3,22.0,27.4,70.0,0.0,4.1,5.0,2.0
33.7,22.4,27.2,80.0,0.0,4.7,5.0,2.0
32.0,22.0,26.8,76.0,0.0,8.1,7.0,4.0
34.2,22.0,27.5,72.0,0.0,5.3,7.0,3.0
32.8,23.0,27.4,80.0,0.0,8.0,5.0,3.0
33.0,23.0,26.5,80.0,0.0,6.1,3.0,2.0
34.2,25.0,28.4,77.0,0.0,7.4,4.0,2.0
34.3,23.0,27.0,77.0,0.0,5.5,5.0,3.0
33.4,22.0,27.1,81.0,0.0,8.8,3.0,0.0
34.2,24.0,28.6,87.0,0.0,7.5,3.0,1.0
32.4,22.0,26.6,76.0,0.0,9.8,7.0,4.0
34.2,22.0,27.7,77.0,0.0,8.0,4.0,2.0
34.7,22.0,27.2,72.0,0.0,8.0,4.0,2.0
32.5,22.0,27.3,80.0,0.0,1.2,3.0,1.0
31.2,20.0,25.7,73.0,0.0,6.5,7.0,4.0
35.7,24.0,29.9,75.0,0.0,8.0,8.0,2.0
35.8,25.0,29.3,80.0,0.0,10.4,6.0,2.0
32.8,23.0,27.4,80.0,0.0,8.0,5.0,3.0
35.0,23.0,28.4,68.0,0.0,8.7,5.0,2.0
33.5,24.0,26.9,81.0,0.0,3.6,0.0,2.0
35.4,20.0,27.4,77.0,0.0,8.0,5.0,2.0
33.2,23.0,28.0,78.0,0.0,6.8,7.0,4.0
32.5,24.0,27.4,84.0,0.0,8.0,4.0,2.0
31.6,21.0,26.5,76.0,0.0,7.6,7.0,4.0
32.4,21.0,26.1,83.0,0.0,8.0,7.0,3.0
33.7,22.4,27.2,80.0,0.0,4.7,5.0,2.0
35.4,21.0,27.1,70.0,0.0,7.0,8.0,2.0
35.7,24.0,29.9,75.0,0.0,8.0,8.0,2.0
32.0,19.0,24.7,80.0,0.0,7.1,5.0,3.0
34.0,23.0,29.0,69.0,0.0,8.0,9.0,4.0
34.2,21.0,26.8,86.0,0.0,8.9,4.0,1.0
33.6,20.4,26.0,71.0,0.0,8.0,6.0,3.0
33.0,23.0,26.5,80.0,0.0,6.1,3.0,2.0
33.6,21.0,26.4,78.0,0.0,3.5,5.0,2.0
31.2,20.0,25.7,73.0,0.0,6.5,7.0,4.0
35.6,23.0,28.4,70.0,0.0,3.5,5.0,2.0
34.3,23.0,27.7,77.0,0.0,8.0,3.0,1.0
32.5,24.0,27.4,84.0,0.0,8.0,4.0,2.0
33.2,23.0,28.0,78.0,0.0,6.8,7.0,4.0
35.0,25.0,29.5,80.0,0.0,8.0,5.0,2.0
33.8,23.0,28.0,80.0,0.0,8.0,6.0,3.0
30.3,25.0,27.2,77.0,0.0,2.9,3.0,2.0
34.3,23.0,27.0,84.0,6.5,7.0,3.0,2.0
31.2,23.0,27.2,81.0,0.0,7.3,7.0,4.0
33.2,23.0,26.9,84.0,21.8,4.0,4.0,2.0
33.8,22.0,27.3,77.0,0.0,6.5,4.0,2.0
33.4,23.0,26.8,82.0,0.0,5.0,3.0,2.0
34.2,22.0,27.2,81.0,4.5,4.0,3.0,1.0
33.0,23.0,27.3,85.0,0.0,8.0,5.0,2.0
33.2,23.0,28.0,78.0,0.0,6.8,7.0,4.0
35.6,21.0,26.9,69.0,0.0,4.5,5.0,1.0
33.5,22.0,26.6,80.0,0.0,6.0,4.0,2.0
34.8,21.0,27.6,71.0,0.3,9.0,6.0,3.0
34.4,24.0,28.2,70.0,0.3,3.6,7.0,3.0
34.0,22.0,27.2,79.0,0.0,6.5,4.0,2.0
32.6,25.0,28.4,83.0,0.0,7.3,7.0,4.0
32.6,25.0,28.8,82.0,1.9,4.8,4.0,2.0
32.6,20.0,25.9,77.0,0.0,9.1,4.0,2.0
33.1,24.0,27.3,85.0,0.0,5.5,4.0,2.0
34.2,24.0,27.9,80.0,0.0,7.2,2.0,0.0
33.6,21.0,26.4,78.0,0.0,3.5,5.0,2.0
34.0,22.0,28.2,73.0,0.0,8.0,3.0,1.0
34.2,21.0,26.5,82.0,0.0,8.0,4.0,3.0
34.6,22.0,28.1,76.0,0.0,6.3,3.0,1.0
32.5,25.0,28.2,82.0,0.0,7.5,7.0,3.0
32.8,24.0,27.6,78.0,0.0,7.9,7.0,4.0
31.6,24.0,27.8,82.0,0.0,7.3,5.0,2.0
32.2,23.0,26.8,84.0,0.0,4.2,5.0,3.0
33.7,24.0,28.3,78.0,0.0,8.0,4.0,2.0
38.2,24.0,29.9,64.0,0.0,11.4,6.0,2.0
34.2,22.0,27.5,72.0,0.0,5.3,7.0,3.0
34.8,21.0,27.6,71.0,0.3,9.0,6.0,3.0
34.4,23.0,27.4,81.0,0.0,7.2,6.0,4.0
31.8,24.0,27.8,79.0,0.0,7.6,7.0,3.0
36.1,22.0,29.2,74.0,0.0,7.8,0.0,0.0
34.3,23.0,27.0,77.0,0.0,5.5,5.0,3.0
34.3,23.0,27.0,77.0,0.0,5.5,5.0,3.0
33.5,22.0,27.1,79.0,0.0,9.8,3.0,1.0
34.0,22.0,27.2,79.0,0.0,6.5,4.0,2.0
32.4,24.0,27.9,90.0,12.0,4.0,3.0,2.0
33.4,25.0,28.3,76.0,0.0,9.4,8.0,3.0
33.4,23.0,27.9,83.0,0.0,10.0,6.0,2.0
34.8,22.0,27.2,73.0,0.0,7.3,6.0,2.0
34.8,21.0,27.6,71.0,0.3,9.0,6.0,3.0
34.2,24.0,28.6,87.0,0.0,7.5,3.0,1.0
32.3,21.0,25.8,72.0,0.0,6.8,5.0,2.0
36.0,21.0,27.7,65.0,0.0,7.4,4.0,3.0
35.0,25.0,29.3,75.0,0.0,6.0,3.0,0.0
34.9,24.0,28.0,79.0,0.0,10.2,4.0,2.0
34.3,22.0,27.4,70.0,0.0,4.1,5.0,2.0
31.4,21.0,28.1,82.0,0.0,6.8,6.0,2.0
32.6,23.0,28.0,76.0,0.0,8.0,8.0,4.0
33.8,23.0,27.2,82.0,0.0,7.4,3.0,1.0
36.0,22.0,28.1,66.0,0.0,5.0,7.0,2.0
31.8,24.0,27.8,79.0,0.0,7.6,7.0,3.0
33.2,22.0,27.1,84.0,0.0,6.9,3.0,1.0
33.2,24.0,27.4,83.0,38.0,5.7,4.0,2.0
35.0,23.0,27.7,83.0,0.0,8.0,3.0,1.0
33.8,22.0,27.2,76.0,0.0,5.5,5.0,3.0
32.2,23.0,26.8,84.0,0.0,4.2,5.0,3.0
34.2,22.0,27.7,77.0,0.0,8.0,4.0,2.0
34.0,23.0,27.5,80.0,0.0,6.5,2.0,0.0
34.0,23.0,29.0,69.0,0.0,8.0,9.0,4.0
31.8,24.0,27.1,80.0,0.0,6.4,6.0,4.0
33.0,22.0,27.1,75.0,0.0,5.8,7.0,3.0
33.5,23.0,27.1,76.0,0.0,5.5,7.0,4.0
33.4,25.0,28.3,76.0,0.0,9.4,8.0,3.0
33.4,23.0,28.0,77.0,0.0,4.2,2.0,0.0
33.7,23.0,28.2,80.0,52.0,8.0,3.0,1.0
34.1,23.0,26.4,87.0,15.0,7.4,5.0,1.0
34.6,23.0,28.6,74.0,0.0,10.3,5.0,2.0
35.7,24.0,29.9,75.0,0.0,8.0,8.0,2.0
34.4,24.0,28.2,70.0,0.3,3.6,7.0,3.0
32.4,22.0,28.5,76.0,0.0,6.7,7.0,4.0
33.5,22.0,27.5,83.0,0.0,4.7,2.0,2.0
33.8,23.5,27.5,86.0,0.3,5.6,3.0,2.0
35.4,22.6,28.3,77.0,0.0,7.2,4.0,1.0
34.0,23.0,29.0,69.0,0.0,8.0,9.0,4.0
34.0,22.0,27.0,80.0,0.0,8.0,6.0,2.0
32.6,22.0,27.3,82.0,0.0,7.0,5.0,3.0
33.1,22.0,26.4,76.0,0.0,8.0,4.0,2.0
34.0,23.0,29.0,69.0,0.0,8.0,9.0,4.0
34.0,23.0,27.1,84.0,0.0,8.0,3.0,1.0
34.2,22.0,27.7,77.0,0.0,8.0,4.0,2.0
34.6,24.0,28.2,71.0,0.0,8.4,7.0,4.0
35.0,23.0,28.5,76.0,0.1,6.2,6.0,2.0
34.1,24.0,27.0,80.0,9.0,5.6,8.0,0.0
34.2,22.0,27.2,81.0,4.5,4.0,3.0,1.0
34.0,22.0,26.7,79.0,0.0,3.9,5.0,2.0
34.4,24.0,28.2,70.0,0.3,3.6,7.0,3.0
34.0,22.0,27.0,80.0,0.0,8.0,6.0,2.0
34.4,24.0,27.5,78.0,0.0,6.0,0.0,2.0
32.4,21.0,26.1,83.0,0.0,8.0,7.0,3.0
34.2,21.0,26.5,77.0,0.0,5.8,4.0,2.0
33.5,22.0,27.1,79.0,0.0,9.8,3.0,1.0
34.6,24.0,28.2,71.0,0.0,8.4,7.0,4.0
33.4,33.0,27.2,73.0,0.0,4.3,5.0,2.0
31.8,23.0,27.0,80.0,0.0,7.5,5.0,3.0
34.1,24.0,27.0,80.0,9.0,5.6,8.0,0.0
34.4,23.0,27.4,81.0,0.0,7.2,6.0,4.0
33.5,24.0,26.9,81.0,0.0,3.6,0.0,2.0
35.6,23.0,28.5,80.0,0.0,5.6,5.0,3.0
33.5,22.0,27.5,83.0,0.0,4.7,2.0,2.0
34.2,22.0,27.7,77.0,0.0,8.0,4.0,2.0
34.4,21.6,27.1,72.0,0.0,7.8,4.0,2.0
33.8,21.0,26.9,80.0,0.0,7.8,3.0,1.0
33.4,23.0,27.9,83.0,0.0,10.0,6.0,2.0
35.4,21.0,27.1,70.0,0.0,7.0,8.0,2.0
34.4,24.0,28.2,70.0,0.3,3.6,7.0,3.0
33.2,23.0,28.2,77.0,0.0,8.0,8.0,4.0
34.4,24.3,28.7,79.0,0.0,7.4,3.0,1.0
33.5,23.0,27.1,76.0,0.0,5.5,7.0,4.0
34.2,24.0,27.9,80.0,0.0,7.2,2.0,0.0
32.0,23.0,27.6,73.0,0.0,7.3,6.0,4.0
33.8,22.0,27.3,77.0,0.0,6.5,4.0,2.0
32.8,22.0,27.2,78.0,0.0,6.9,8.0,3.0
34.4,23.0,27.9,78.0,0.0,7.0,6.0,2.0
35.7,24.0,29.9,75.0,0.0,8.0,8.0,2.0
33.4,23.0,27.4,79.0,0.0,7.6,8.0,4.0
34.3,23.0,27.9,78.0,0.0,10.2,2.0,0.0
33.4,22.0,27.5,82.0,0.0,6.2,5.0,3.0
34.0,22.0,27.0,80.0,0.0,8.0,6.0,2.0
33.2,22.0,26.9,82.0,0.0,8.0,5.0,3.0
31.6,23.0,26.9,82.0,0.0,7.7,6.0,2.0
33.2,23.0,26.9,84.0,21.8,4.0,4.0,2.0
33.2,23.0,28.0,78.0,0.0,6.8,7.0,4.0
34.6,24.0,28.2,71.0,0.0,8.4,7.0,4.0
30.3,25.0,27.2,77.0,0.0,2.9,3.0,2.0
34.3,24.0,27.5,84.0,1.4,5.5,5.0,2.0
33.4,23.0,27.1,76.0,0.0,7.3,3.0,2.0
32.2,23.0,26.8,84.0,0.0,4.2,5.0,3.0
32.2,24.0,27.7,83.0,0.0,7.0,5.0,3.0
31.4,21.0,28.1,82.0,0.0,6.8,6.0,2.0
34.0,20.0,27.4,76.0,0.0,8.0,4.0,2.0
35.5,23.0,28.3,80.0,0.0,8.0,3.0,0.0
33.5,22.0,26.6,80.0,0.0,6.0,4.0,2.0
33.2,25.0,27.7,83.0,0.0,1.2,5.0,2.0
34.6,24.0,28.4,75.0,0.0,5.9,6.0,3.0
35.7,24.0,29.9,75.0,0.0,8.0,8.0,2.0
32.6,25.0,28.8,82.0,1.9,4.8,4.0,2.0
35.2,22.0,27.4,86.0,0.0,6.6,4.0,1.0
31.8,24.0,27.1,80.0,0.0,6.4,6.0,4.0
33.4,23.0,26.8,82.0,0.0,5.0,3.0,2.0
32.4,22.0,28.5,76.0,0.0,6.7,7.0,4.0
34.4,23.0,27.4,81.0,0.0,7.2,6.0,4.0
34.0,25.0,28.9,78.0,0.0,7.8,4.0,1.0
34.4,23.0,27.4,81.0,0.0,7.2,6.0,4.0
36.4,23.0,29.6,65.0,0.0,8.1,6.0,3.0
33.8,22.0,27.5,86.0,0.0,7.8,6.0,2.0
33.4,23.0,28.0,78.0,0.0,5.2,5.0,2.0
36.2,21.0,27.7,67.0,0.0,9.5,5.0,2.0
32.8,22.0,27.2,78.0,0.0,6.9,8.0,3.0
33.2,22.0,26.9,82.0,0.0,8.0,5.0,3.0
34.3,22.0,27.4,70.0,0.0,4.1,5.0,2.0
33.5,22.0,27.1,79.0,0.0,9.8,3.0,1.0
33.3,23.0,27.7,76.0,0.0,6.6,5.0,3.0
32.5,22.0,27.3,78.0,0.0,6.4,5.0,3.0
34.2,25.0,29.3,72.0,0.0,3.5,4.0,0.0
32.6,24.0,28.0,84.0,5.8,6.8,3.0,1.0
31.4,21.0,28.1,82.0,0.0,6.8,6.0,2.0
33.2,22.0,27.1,84.0,0.0,6.9,3.0,1.0
32.4,21.0,26.1,83.0,0.0,8.0,7.0,3.0
33.2,23.0,26.7,80.0,0.0,6.8,4.0,3.0
33.6,20.0,28.5,73.0,0.0,7.3,4.0,2.0
33.5,23.0,27.1,76.0,0.0,5.5,7.0,4.0
33.8,22.0,27.5,86.0,0.0,7.8,6.0,2.0
33.4,23.0,26.4,87.0,0.0,5.0,3.0,1.0
33.6,23.0,27.4,85.0,4.0,4.5,3.0,1.0
33.4,23.0,26.8,82.0,0.0,5.0,3.0,2.0
33.9,24.0,28.1,73.0,0.0,4.0,6.0,1.0
34.6,23.2,27.5,83.0,24.0,6.0,3.0,2.0
